occupants,lighting_interior,lighting_garage,cooking_range,dishwasher,clothes_washer,clothes_dryer,ceiling_fan,plug_loads_other,plug_loads_tv,hot_water_dishwasher,hot_water_clothes_washer,hot_water_fixtures
1,0.409,0.409,0,0,0,0,0.621,0.621,0.621,0,0,0.0952
0.5,0.281,0.281,0,0,0,0,0.458,0.524,0.524,0,0,0.333
0.5,0.348,0.348,0,0,0,0,0.449,0.512,0.512,0,0,0
1,0.29,0.29,0,0,0,0,0.402,0.481,0.481,0,0,0
1,0.148,0.148,0,0,0,0,0.361,0.456,0.456,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.238
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.102
1,0.216,0.216,0,0,0,0,0.286,0.5,0.5,0,0,0.12
0.5,0.208,0.208,0,0,0,0,0.235,0.5,0.5,0,0,0
0.5,0.202,0.202,0,0,0,0,0.24,0.5,0.5,0,0,0
0.5,0.194,0.194,0,0,0,0,0.245,0.506,0.506,0,0,0.301
0.5,0.188,0.188,0,0,0,0,0.24,0.512,0.512,0,0,0.0812
0.5,0.187,0.187,0,0,0,0,0.259,0.512,0.512,0,0,0.143
0.5,0.186,0.186,0,0,0,0,0.272,0.506,0.506,0,0,0.143
0.5,0.187,0.187,0,0,0,0,0.277,0.518,0.518,0,0,0
1,0.326,0.326,0.233,0,0,0,0.361,0.596,0.596,0,0,0.0476
0.5,0.19,0.19,0,0,0,0,0.374,0.555,0.555,0,0,0.143
1,0.354,0.354,0,0,0,0,0.584,0.658,0.658,0,0,0.0952
1,0.409,0.409,0,0,0,0,0.621,0.621,0.621,0,0,0.435
1,0.512,0.512,0,0,0,0,0.658,0.583,0.583,0,0,0.107
1,0.648,0.648,0,0,0,0,0.639,0.559,0.559,0,0,0.213
1,0.29,0.29,0,0,0,0,0.402,0.481,0.481,0,0,0.143
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0.2,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0498,0.0498,0,0,0,0,0.282,0.431,0.431,0,0,0.267
1,0.0895,0.0895,0,0,0,0,0.296,0.437,0.437,0,0,0.105
1,0.177,0.177,0,0.383,0.05,0,0.328,0.462,0.462,0.277,0,0
1,0.218,0.218,0,1,1,0,0.347,0.493,0.493,0.275,0.0173,0
0.5,0.216,0.216,0.233,0.0167,0.467,1,0.286,0.5,0.5,0,0,0
0.5,0.208,0.208,0,0,0,0.45,0.235,0.5,0.5,0,0,0.19
1,0.355,0.355,0,0,0,0,0.222,0.534,0.534,0,0,0.14
1,0.339,0.339,0.467,0,0,0,0.232,0.546,0.546,0,0,0.0476
0.5,0.188,0.188,0,0.133,0,0,0.24,0.512,0.512,0.114,0,0
0.5,0.187,0.187,0,1,0,0,0.259,0.512,0.512,0.489,0,0.19
0.5,0.186,0.186,0,0.517,0,0,0.272,0.506,0.506,0,0,0
0.5,0.187,0.187,0,0,0,0,0.277,0.518,0.518,0,0,0
0.5,0.187,0.187,0.0833,0,0,0,0.31,0.531,0.531,0,0,0
1,0.332,0.332,0.15,0,0,0,0.491,0.646,0.646,0,0,0.143
1,0.354,0.354,0,0,0,0,0.584,0.658,0.658,0,0,0.238
1,0.409,0.409,0,0,0.05,0,0.621,0.621,0.621,0,0,0.143
1,0.512,0.512,0,0,1,0,0.658,0.583,0.583,0,0.62,0.0952
1,0.648,0.648,0,0,1,0,0.639,0.559,0.559,0,0.469,0.0476
1,0.29,0.29,0,0,0.983,0.483,0.402,0.481,0.481,0,0.571,0
1,0.049,0.049,0,0,0,1,0.258,0.465,0.465,0,0.104,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.177,0.177,0,0,0,0,0.328,0.462,0.462,0,0,0.156
1,0.386,0.386,0,0,0,0,0.436,0.521,0.521,0,0,0.664
1,0.383,0.383,0,0,0,0,0.315,0.534,0.534,0,0,0.193
1,0.366,0.366,0,0,0,0,0.213,0.534,0.534,0,0,0.657
1,0.355,0.355,0,0,0,0,0.222,0.534,0.534,0,0,0.523
1,0.339,0.339,0,0,0,0,0.232,0.546,0.546,0,0,0.242
1,0.328,0.328,0,0,0,0,0.222,0.559,0.559,0,0,0.879
0.5,0.187,0.187,0,0,0,0,0.259,0.512,0.512,0,0,0.182
0.5,0.186,0.186,0,0,0,0,0.272,0.506,0.506,0,0,0.381
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0952
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.19
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.333
0.5,0.229,0.229,0,0,0,0,0.439,0.543,0.543,0,0,0.0952
1,0.512,0.512,0.233,0,0.05,0,0.658,0.583,0.583,0,0,0
1,0.348,0.348,0,0,0.95,0.483,0.449,0.512,0.512,0,0.277,0
1,0.29,0.29,0,0,0,0,0.402,0.481,0.481,0,0,0
1,0.148,0.148,0,0,0,0,0.361,0.456,0.456,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.208,0.208,0.0833,0,0,0,0.235,0.5,0.5,0,0,0
1,0.355,0.355,0.15,0,0.55,0,0.222,0.534,0.534,0,0.17,0
1,0.339,0.339,0,0,0.967,0.5,0.232,0.546,0.546,0,0.526,0
1,0.328,0.328,0,0,0,0.95,0.222,0.559,0.559,0,0.342,0
1,0.324,0.324,0,0,0,0,0.259,0.559,0.559,0,0.625,0
1,0.324,0.324,0,0,0,0,0.287,0.546,0.546,0,0.505,0.19
1,0.324,0.324,0,0,0,0,0.297,0.571,0.571,0,0.426,0.0952
0.5,0.187,0.187,0,0,0,0,0.31,0.531,0.531,0,0.361,0.143
1,0.332,0.332,0,0,0,0,0.491,0.646,0.646,0,0,0.143
1,0.354,0.354,0,0,0,0,0.584,0.658,0.658,0,0,0.143
1,0.409,0.409,0,0,0,0,0.621,0.621,0.621,0,0,0.0952
1,0.512,0.512,0.233,0,0,0,0.658,0.583,0.583,0,0,0
1,0.648,0.648,0,0,0,0,0.639,0.559,0.559,0,0,0.0476
0.5,0.29,0.29,0,0,0,0,0.402,0.481,0.481,0,0,0
0.5,0.148,0.148,0,0,0,0,0.361,0.456,0.456,0,0,0.0476
1,0.122,0.122,0,0,0,0,0.371,0.434,0.434,0,0,0.0952
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.143
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0498,0.0498,0,0,0,0,0.282,0.431,0.431,0,0,0
1,0.0895,0.0895,0,0,0,0,0.296,0.437,0.437,0,0,0
1,0.177,0.177,0,0,0.55,0,0.328,0.462,0.462,0,0.183,0
1,0.218,0.218,0,0,1,0,0.347,0.493,0.493,0,0.343,0
1,0.383,0.383,0,0,0.983,0.483,0.315,0.534,0.534,0,0.412,0.192
1,0.366,0.366,0,0,0,1,0.213,0.534,0.534,0,0.0834,0.225
1,0.355,0.355,0,0,0,0.2,0.222,0.534,0.534,0,0,0.45
1,0.339,0.339,0,0,0,0,0.232,0.546,0.546,0,0,0.476
0.5,0.188,0.188,0,0,0,0,0.24,0.512,0.512,0,0,0.341
0.5,0.187,0.187,0,0,0,0,0.259,0.512,0.512,0,0,0.263
0.5,0.186,0.186,0,0,0,0,0.272,0.506,0.506,0,0,0.0952
0.5,0.187,0.187,0,0,0,0,0.277,0.518,0.518,0,0,0
0.5,0.187,0.187,0,0,0,0,0.31,0.531,0.531,0,0,0
1,0.332,0.332,0,0,0,0,0.491,0.646,0.646,0,0,0.0952
1,0.354,0.354,0,0,0,0,0.584,0.658,0.658,0,0,0.0476
1,0.409,0.409,0,0,0,0,0.621,0.621,0.621,0,0,0.143
1,0.512,0.512,0,0,0,0,0.658,0.583,0.583,0,0,0.0476
1,0.348,0.348,0,0,0,0,0.449,0.512,0.512,0,0,0.0476
1,0.29,0.29,0,0,0,0,0.402,0.481,0.481,0,0,0.143
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0498,0.0498,0,0,0,0,0.282,0.431,0.431,0,0,0.0605
1,0.0895,0.0895,0,0,0,0,0.296,0.437,0.437,0,0,0.403
1,0.177,0.177,0,0,0,0,0.328,0.462,0.462,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.216,0.216,0,0,0.5,0.767,0.286,0.5,0.5,0,0.312,0
1,0.366,0.366,0,0,0,0.2,0.213,0.534,0.534,0,0.37,0.333
0.5,0.202,0.202,0,0,0,0,0.24,0.5,0.5,0,0.351,0
0.5,0.194,0.194,0,0,0,0,0.245,0.506,0.506,0,0.194,0
0.5,0.188,0.188,0,0,0,0,0.24,0.512,0.512,0,0,0
0.5,0.187,0.187,0,0,0,0,0.259,0.512,0.512,0,0,0
0.5,0.186,0.186,0,0,0,0,0.272,0.506,0.506,0,0,0.0476
0.5,0.187,0.187,0,0,0,0,0.277,0.518,0.518,0,0,0.0476
0.5,0.187,0.187,0,0,0,0,0.31,0.531,0.531,0,0,0.286
1,0.332,0.332,0,0,0,0,0.491,0.646,0.646,0,0,0.224
1,0.354,0.354,0,0,0,0,0.584,0.658,0.658,0,0,0.529
1,0.409,0.409,0.233,0,0,0,0.621,0.621,0.621,0,0,0.409
1,0.512,0.512,0,0,0,0,0.658,0.583,0.583,0,0,0.171
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.19
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.177,0.177,0,0,0,0,0.328,0.462,0.462,0,0,0.272
1,0.218,0.218,0,0,0,0,0.347,0.493,0.493,0,0,0.296
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.107
0.5,0.208,0.208,0,0,0,0,0.235,0.5,0.5,0,0,0
0.5,0.202,0.202,0,0,0,0,0.24,0.5,0.5,0,0,0.0476
0.5,0.194,0.194,0,0,0,0,0.245,0.506,0.506,0,0,0.0952
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.186,0.186,0,0,0,0,0.272,0.506,0.506,0,0,0
0.5,0.187,0.187,0,0,0,0,0.277,0.518,0.518,0,0,0.238
0.5,0.187,0.187,0.0833,0,0,0,0.31,0.531,0.531,0,0,0
1,0.332,0.332,0.15,0.133,0,0,0.491,0.646,0.646,0.112,0,0
1,0.354,0.354,0,1,0,0,0.584,0.658,0.658,0.781,0,0.143
1,0.409,0.409,0.467,0.267,0,0,0.621,0.621,0.621,0,0,0.0476
1,0.512,0.512,0,0,0,0,0.658,0.583,0.583,0,0,0.286
1,0.648,0.648,0,0,0,0,0.639,0.559,0.559,0,0,0.422
1,0.532,0.532,0,0,0,0,0.547,0.497,0.497,0,0,0.18
1,0.148,0.148,0,0,0,0,0.361,0.456,0.456,0,0,0.12
1,0.0857,0.0857,0,0,0,0,0.314,0.45,0.45,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0952
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.305,0.305,0.233,0,0,0,0.398,0.459,0.459,0,0,0.101
0.5,0.218,0.218,0,0,0,0,0.347,0.493,0.493,0,0,0.444
0.5,0.216,0.216,0,0,0,0,0.286,0.5,0.5,0,0,0.0984
0.5,0.208,0.208,0,0,0,0,0.235,0.5,0.5,0,0,0.561
0.5,0.202,0.202,0,0,0,0,0.24,0.5,0.5,0,0,0.256
0.5,0.194,0.194,0,0,0,0,0.245,0.506,0.506,0,0,0.19
0.5,0.188,0.188,0,0,0,0,0.24,0.512,0.512,0,0,0.428
0.5,0.187,0.187,0,0,0,0,0.259,0.512,0.512,0,0,0
0.5,0.186,0.186,0,0,0,0,0.272,0.506,0.506,0,0,0.299
1,0.324,0.324,0.467,0,0,0,0.297,0.571,0.571,0,0,0
1,0.326,0.326,0,0,0,0,0.361,0.596,0.596,0,0,0.0476
0.5,0.19,0.19,0.0833,0,0,0,0.374,0.555,0.555,0,0,0.0476
1,0.354,0.354,0.15,0,0,0,0.584,0.658,0.658,0,0,0.286
1,0.409,0.409,0,0.633,0,0,0.621,0.621,0.621,0.552,0,0
1,0.512,0.512,0,0.767,0,0,0.658,0.583,0.583,0,0,0.428
1,0.648,0.648,0.833,0,0,0,0.639,0.559,0.559,0,0,0.173
1,0.049,0.049,0.1,0,0,0,0.258,0.465,0.465,0,0,0.28
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.19
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.383,0.383,0,0,0,0.0167,0.315,0.534,0.534,0,0,0.0739
0.5,0.208,0.208,0,0,0.25,1,0.235,0.5,0.5,0,0.254,0.312
0.5,0.202,0.202,0,0,0,0.917,0.24,0.5,0.5,0,0.817,0
0.5,0.194,0.194,0,0,0,0,0.245,0.506,0.506,0,0.318,0
0.5,0.188,0.188,0,0,0,0,0.24,0.512,0.512,0,0.288,0
0.5,0.187,0.187,0,0,0,0,0.259,0.512,0.512,0,0.188,0
0.5,0.186,0.186,0,0,0,0,0.272,0.506,0.506,0,0.575,0.143
0.5,0.187,0.187,0,0,0,0,0.277,0.518,0.518,0,0.449,0.39
0.5,0.187,0.187,0,0,0,0,0.31,0.531,0.531,0,0,0.0217
1,0.332,0.332,0,0,0,0,0.491,0.646,0.646,0,0,0.0476
1,0.354,0.354,0,0,0,0,0.584,0.658,0.658,0,0,0.238
1,0.409,0.409,0,0,0,0,0.621,0.621,0.621,0,0,0.212
1,0.512,0.512,0,0,0,0,0.658,0.583,0.583,0,0,0.216
1,0.648,0.648,0,0,0,0,0.639,0.559,0.559,0,0,0.19
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.381
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0895,0.0895,0,0,0,0,0.296,0.437,0.437,0,0,0
1,0.177,0.177,0.583,0,0,0,0.328,0.462,0.462,0,0,0
1,0.218,0.218,1,0,0,0,0.347,0.493,0.493,0,0,0
1,0.216,0.216,1,0,0,0,0.286,0.5,0.5,0,0,0
1,0.208,0.208,1,0,0,0,0.235,0.5,0.5,0,0,0
1,0.355,0.355,1,0,0.8,0,0.222,0.534,0.534,0,0.463,0.0952
1,0.339,0.339,1,0,0.967,0.5,0.232,0.546,0.546,0,0.0992,0.0476
0.5,0.188,0.188,1,0,0,0.467,0.24,0.512,0.512,0,0,0
0.5,0.187,0.187,1,0,0,0,0.259,0.512,0.512,0,0,0
0.5,0.186,0.186,1,0.383,0,0,0.272,0.506,0.506,0.242,0,0
0.5,0.187,0.187,1,1,0,0,0.277,0.518,0.518,0.692,0,0.0952
0.5,0.187,0.187,1,0.267,0,0,0.31,0.531,0.531,0.312,0,0.0952
1,0.19,0.19,1,0,0,0,0.374,0.555,0.555,0,0,0
1,0.201,0.201,1,0,0,0,0.421,0.562,0.562,0,0,0.0952
1,0.229,0.229,0.2,0,0,0,0.439,0.543,0.543,0,0,0.143
1,0.512,0.512,0,0,0,0,0.658,0.583,0.583,0,0,0.19
1,0.648,0.648,0,0,0,0,0.639,0.559,0.559,0,0,0.143
1,0.532,0.532,0,0,0,0,0.547,0.497,0.497,0,0,0.19
1,0.247,0.247,0,0,0,0,0.463,0.447,0.447,0,0,0
1,0.0857,0.0857,0,0,0,0,0.314,0.45,0.45,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.218,0.218,0,0,0,0,0.347,0.493,0.493,0,0,0
1,0.216,0.216,0,0,0,0,0.286,0.5,0.5,0,0,0
1,0.366,0.366,0,0,0,0,0.213,0.534,0.534,0,0,0
0.5,0.202,0.202,0.0833,0,0,0,0.24,0.5,0.5,0,0,0
1,0.339,0.339,0.15,0,0,0,0.232,0.546,0.546,0,0,0
0.5,0.188,0.188,0,0,0,0,0.24,0.512,0.512,0,0,0.0476
0.5,0.187,0.187,0,0,0,0,0.259,0.512,0.512,0,0,0
0.5,0.186,0.186,0,0,0,0,0.272,0.506,0.506,0,0,0
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.286
0.5,0.187,0.187,0.233,0,0,0,0.31,0.531,0.531,0,0,0.0952
0.5,0.19,0.19,0,0,0,0,0.374,0.555,0.555,0,0,0.0952
1,0.354,0.354,0,0,0,0,0.584,0.658,0.658,0,0,0.238
1,0.409,0.409,0,0,0,0,0.621,0.621,0.621,0,0,0
1,0.512,0.512,0,0,0,0,0.658,0.583,0.583,0,0,0
1,0.348,0.348,0,0,0,0,0.449,0.512,0.512,0,0,0.151
1,0.29,0.29,0,0,0,0,0.402,0.481,0.481,0,0,0.491
1,0.148,0.148,0,0,0,0,0.361,0.456,0.456,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.238
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.216,0.216,0,0,0,0,0.286,0.5,0.5,0,0,0
0.5,0.208,0.208,0,0,0,0,0.235,0.5,0.5,0,0,0
0.5,0.202,0.202,0,0,0,0,0.24,0.5,0.5,0,0,0.301
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0212
0.5,0.188,0.188,0.233,0,0,0,0.24,0.512,0.512,0,0,0.0952
0.5,0.187,0.187,0,0,0,0,0.259,0.512,0.512,0,0,0
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0952
0.5,0.187,0.187,0,0,0,0,0.277,0.518,0.518,0,0,0.0476
0.5,0.187,0.187,0,0,0,0,0.31,0.531,0.531,0,0,0
0.5,0.19,0.19,0,0,0,0,0.374,0.555,0.555,0,0,0.238
0.5,0.201,0.201,0,0,0,0,0.421,0.562,0.562,0,0,0.0952
1,0.409,0.409,0,0.383,0,0,0.621,0.621,0.621,0.319,0,0.143
0.5,0.281,0.281,0,1,0,0,0.458,0.524,0.524,0.313,0,0.176
1,0.648,0.648,0,0.0167,0,0,0.639,0.559,0.559,0,0,0.395
1,0.532,0.532,0,0,0,0,0.547,0.497,0.497,0,0,0.371
1,0.148,0.148,0,0,0,0,0.361,0.456,0.456,0,0,0.19
1,0.0857,0.0857,0,0,0,0,0.314,0.45,0.45,0,0,0.143
1,0.0612,0.0612,0,0,0,0,0.3,0.437,0.437,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.142
1,0.049,0.049,0.233,0,0,0,0.258,0.465,0.465,0,0,0.196
1,0.0895,0.0895,0,0,0,0,0.296,0.437,0.437,0,0,0.341
1,0.177,0.177,0.233,0,0,0,0.328,0.462,0.462,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0952
0.5,0.208,0.208,0,0,0,0,0.235,0.5,0.5,0,0,0
0.5,0.202,0.202,0,0,0,0,0.24,0.5,0.5,0,0,0.0476
0.5,0.194,0.194,0,0,0,0,0.245,0.506,0.506,0,0,0.0476
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.187,0.187,0,0,0,0,0.259,0.512,0.512,0,0,0.0952
0.5,0.186,0.186,0,0,0,0,0.272,0.506,0.506,0,0,0.19
0.5,0.187,0.187,0,0,0,0,0.277,0.518,0.518,0,0,0
1,0.326,0.326,0,0,0,0,0.361,0.596,0.596,0,0,0.0476
1,0.332,0.332,0,0,0,0,0.491,0.646,0.646,0,0,0.59
1,0.354,0.354,0,0,0,0,0.584,0.658,0.658,0,0,0.337
1,0.409,0.409,0,0,0,0,0.621,0.621,0.621,0,0,0.333
1,0.512,0.512,0,0,0,0,0.658,0.583,0.583,0,0,0.331
1,0.648,0.648,0,0,0,0,0.639,0.559,0.559,0,0,0.34
1,0.29,0.29,0,0,0,0,0.402,0.481,0.481,0,0,0.163
1,0.148,0.148,0,0,0,0,0.361,0.456,0.456,0,0,0.223
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0476
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.238
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.312
1,0.218,0.218,0,0,0,0,0.347,0.493,0.493,0,0,0.258
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.202,0.202,0,0,0,0,0.24,0.5,0.5,0,0,0.309
0.5,0.194,0.194,0,0,0,0,0.245,0.506,0.506,0,0,0.295
0.5,0.188,0.188,0,0,0,0,0.24,0.512,0.512,0,0,0.0476
0.5,0.187,0.187,0,0,0,0,0.259,0.512,0.512,0,0,0
0.5,0.186,0.186,0,0,0.25,0.517,0.272,0.506,0.506,0,0.0618,0.143
0.5,0.187,0.187,0,0,0,0.933,0.277,0.518,0.518,0,0.536,0
0.5,0.187,0.187,0.233,0,0,0,0.31,0.531,0.531,0,0.564,0
1,0.332,0.332,0,0,0,0,0.491,0.646,0.646,0,0,0.0476
1,0.354,0.354,0,0.883,0,0,0.584,0.658,0.658,0.657,0,0.238
1,0.409,0.409,0,0.517,0.05,0,0.621,0.621,0.621,0.729,0,0.428
1,0.281,0.281,0,0,0.95,0.517,0.458,0.524,0.524,0.138,0.244,0.428
1,0.348,0.348,0,0,0,0.933,0.449,0.512,0.512,0,0,0.0952
1,0.29,0.29,0,0,0,0,0.402,0.481,0.481,0,0,0.0952
1,0.148,0.148,0,0,0,0,0.361,0.456,0.456,0,0,0.19
1,0.0857,0.0857,0,0,0,0,0.314,0.45,0.45,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
1,0.0498,0.0498,0.233,0,0,0,0.282,0.431,0.431,0,0,0.335
1,0.0895,0.0895,0,0,0,0,0.296,0.437,0.437,0,0,0.291
1,0.177,0.177,0,0,0,0,0.328,0.462,0.462,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0952
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.333
0.5,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0
0.5,0.194,0.194,0,0,0,0,0.245,0.506,0.506,0,0,0
0.5,0.188,0.188,0,0,0,0,0.24,0.512,0.512,0,0,0.197
0.5,0.187,0.187,0,0,0,0,0.259,0.512,0.512,0,0,0.333
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.165
0,0.049,0.049,0,0,0,0,0.258,0.465,0.465,0,0,0.0952
0.5,0.187,0.187,0,0,0,0,0.31,0.531,0.531,0,0,0.0952
